axis,bucket,descriptor,descriptor_gender,descriptor_preference,noun,plural_noun,noun_gender,noun_phrase,plural_noun_phrase,noun_phrase_type
body_type,overweight,chubby,(none),no_data,grandmother,grandmothers,female,a chubby grandmother,chubby grandmothers,descriptor_noun
body_type,overweight,chubby,(none),no_data,grandpa,grandpas,male,a chubby grandpa,chubby grandpas,descriptor_noun
body_type,overweight,chubby,(none),no_data,grandparent,grandparents,neutral,a chubby grandparent,chubby grandparents,descriptor_noun
body_type,overweight,chubby,(none),no_data,guy,guys,male,a chubby guy,chubby guys,descriptor_noun
body_type,overweight,chubby,(none),no_data,husband,husbands,male,a chubby husband,chubby husbands,descriptor_noun
body_type,overweight,chubby,(none),no_data,individual,individuals,neutral,a chubby individual,chubby individuals,descriptor_noun
body_type,overweight,chubby,(none),no_data,kid,kids,neutral,a chubby kid,chubby kids,descriptor_noun
body_type,overweight,chubby,(none),no_data,lady,ladies,female,a chubby lady,chubby ladies,descriptor_noun
body_type,overweight,chubby,(none),no_data,man,men,male,a chubby man,chubby men,descriptor_noun
body_type,overweight,chubby,(none),no_data,mom,moms,female,a chubby mom,chubby moms,descriptor_noun
body_type,overweight,chubby,(none),no_data,mother,mothers,female,a chubby mother,chubby mothers,descriptor_noun
body_type,overweight,chubby,(none),no_data,parent,parents,neutral,a chubby parent,chubby parents,descriptor_noun
body_type,overweight,chubby,(none),no_data,person,people,neutral,a chubby person,chubby people,descriptor_noun
body_type,overweight,chubby,(none),no_data,sibling,siblings,neutral,a chubby sibling,chubby siblings,descriptor_noun
body_type,overweight,chubby,(none),no_data,sister,sisters,female,a chubby sister,chubby sisters,descriptor_noun
body_type,overweight,chubby,(none),no_data,son,sons,male,a chubby son,chubby sons,descriptor_noun
body_type,overweight,chubby,(none),no_data,spouse,spouses,neutral,a chubby spouse,chubby spouses,descriptor_noun
body_type,overweight,chubby,(none),no_data,veteran,veterans,neutral,a chubby veteran,chubby veterans,descriptor_noun
body_type,overweight,chubby,(none),no_data,wife,wives,female,a chubby wife,chubby wives,descriptor_noun
body_type,overweight,chubby,(none),no_data,woman,women,female,a chubby woman,chubby women,descriptor_noun
body_type,overweight,chunky,(none),no_data,(none),(none),(none),chunky,chunky,descriptor
body_type,overweight,chunky,(none),no_data,boy,boys,male,a chunky boy,chunky boys,descriptor_noun
body_type,overweight,chunky,(none),no_data,bro,bros,male,a chunky bro,chunky bros,descriptor_noun
body_type,overweight,chunky,(none),no_data,brother,brothers,male,a chunky brother,chunky brothers,descriptor_noun
body_type,overweight,chunky,(none),no_data,child,children,neutral,a chunky child,chunky children,descriptor_noun
body_type,overweight,chunky,(none),no_data,dad,dads,male,a chunky dad,chunky dads,descriptor_noun
body_type,overweight,chunky,(none),no_data,daughter,daughters,female,a chunky daughter,chunky daughters,descriptor_noun
body_type,overweight,chunky,(none),no_data,father,fathers,male,a chunky father,chunky fathers,descriptor_noun
body_type,overweight,chunky,(none),no_data,girl,girls,female,a chunky girl,chunky girls,descriptor_noun
body_type,overweight,chunky,(none),no_data,grandfather,grandfathers,male,a chunky grandfather,chunky grandfathers,descriptor_noun
body_type,overweight,chunky,(none),no_data,grandma,grandmas,female,a chunky grandma,chunky grandmas,descriptor_noun
body_type,overweight,chunky,(none),no_data,grandmother,grandmothers,female,a chunky grandmother,chunky grandmothers,descriptor_noun
body_type,overweight,chunky,(none),no_data,grandpa,grandpas,male,a chunky grandpa,chunky grandpas,descriptor_noun
body_type,overweight,chunky,(none),no_data,grandparent,grandparents,neutral,a chunky grandparent,chunky grandparents,descriptor_noun
body_type,overweight,chunky,(none),no_data,guy,guys,male,a chunky guy,chunky guys,descriptor_noun
body_type,overweight,chunky,(none),no_data,husband,husbands,male,a chunky husband,chunky husbands,descriptor_noun
body_type,overweight,chunky,(none),no_data,individual,individuals,neutral,a chunky individual,chunky individuals,descriptor_noun
body_type,overweight,chunky,(none),no_data,kid,kids,neutral,a chunky kid,chunky kids,descriptor_noun
body_type,overweight,chunky,(none),no_data,lady,ladies,female,a chunky lady,chunky ladies,descriptor_noun
body_type,overweight,chunky,(none),no_data,man,men,male,a chunky man,chunky men,descriptor_noun
body_type,overweight,chunky,(none),no_data,mom,moms,female,a chunky mom,chunky moms,descriptor_noun
body_type,overweight,chunky,(none),no_data,mother,mothers,female,a chunky mother,chunky mothers,descriptor_noun
body_type,overweight,chunky,(none),no_data,parent,parents,neutral,a chunky parent,chunky parents,descriptor_noun
body_type,overweight,chunky,(none),no_data,person,people,neutral,a chunky person,chunky people,descriptor_noun
body_type,overweight,chunky,(none),no_data,sibling,siblings,neutral,a chunky sibling,chunky siblings,descriptor_noun
body_type,overweight,chunky,(none),no_data,sister,sisters,female,a chunky sister,chunky sisters,descriptor_noun
body_type,overweight,chunky,(none),no_data,son,sons,male,a chunky son,chunky sons,descriptor_noun
body_type,overweight,chunky,(none),no_data,spouse,spouses,neutral,a chunky spouse,chunky spouses,descriptor_noun
body_type,overweight,chunky,(none),no_data,veteran,veterans,neutral,a chunky veteran,chunky veterans,descriptor_noun
body_type,overweight,chunky,(none),no_data,wife,wives,female,a chunky wife,chunky wives,descriptor_noun
body_type,overweight,chunky,(none),no_data,woman,women,female,a chunky woman,chunky women,descriptor_noun
body_type,overweight,curvy,(none),no_data,(none),(none),(none),curvy,curvy,descriptor
body_type,overweight,curvy,(none),no_data,boy,boys,male,a curvy boy,curvy boys,descriptor_noun
body_type,overweight,curvy,(none),no_data,bro,bros,male,a curvy bro,curvy bros,descriptor_noun
body_type,overweight,curvy,(none),no_data,brother,brothers,male,a curvy brother,curvy brothers,descriptor_noun
body_type,overweight,curvy,(none),no_data,child,children,neutral,a curvy child,curvy children,descriptor_noun
body_type,overweight,curvy,(none),no_data,dad,dads,male,a curvy dad,curvy dads,descriptor_noun
body_type,overweight,curvy,(none),no_data,daughter,daughters,female,a curvy daughter,curvy daughters,descriptor_noun
body_type,overweight,curvy,(none),no_data,father,fathers,male,a curvy father,curvy fathers,descriptor_noun
body_type,overweight,curvy,(none),no_data,girl,girls,female,a curvy girl,curvy girls,descriptor_noun
body_type,overweight,curvy,(none),no_data,grandfather,grandfathers,male,a curvy grandfather,curvy grandfathers,descriptor_noun
body_type,overweight,curvy,(none),no_data,grandma,grandmas,female,a curvy grandma,curvy grandmas,descriptor_noun
body_type,overweight,curvy,(none),no_data,grandmother,grandmothers,female,a curvy grandmother,curvy grandmothers,descriptor_noun
body_type,overweight,curvy,(none),no_data,grandpa,grandpas,male,a curvy grandpa,curvy grandpas,descriptor_noun
body_type,overweight,curvy,(none),no_data,grandparent,grandparents,neutral,a curvy grandparent,curvy grandparents,descriptor_noun
body_type,overweight,curvy,(none),no_data,guy,guys,male,a curvy guy,curvy guys,descriptor_noun
body_type,overweight,curvy,(none),no_data,husband,husbands,male,a curvy husband,curvy husbands,descriptor_noun
body_type,overweight,curvy,(none),no_data,individual,individuals,neutral,a curvy individual,curvy individuals,descriptor_noun
body_type,overweight,curvy,(none),no_data,kid,kids,neutral,a curvy kid,curvy kids,descriptor_noun
body_type,overweight,curvy,(none),no_data,lady,ladies,female,a curvy lady,curvy ladies,descriptor_noun
body_type,overweight,curvy,(none),no_data,man,men,male,a curvy man,curvy men,descriptor_noun
body_type,overweight,curvy,(none),no_data,mom,moms,female,a curvy mom,curvy moms,descriptor_noun
body_type,overweight,curvy,(none),no_data,mother,mothers,female,a curvy mother,curvy mothers,descriptor_noun
body_type,overweight,curvy,(none),no_data,parent,parents,neutral,a curvy parent,curvy parents,descriptor_noun
body_type,overweight,curvy,(none),no_data,person,people,neutral,a curvy person,curvy people,descriptor_noun
body_type,overweight,curvy,(none),no_data,sibling,siblings,neutral,a curvy sibling,curvy siblings,descriptor_noun
body_type,overweight,curvy,(none),no_data,sister,sisters,female,a curvy sister,curvy sisters,descriptor_noun
body_type,overweight,curvy,(none),no_data,son,sons,male,a curvy son,curvy sons,descriptor_noun
body_type,overweight,curvy,(none),no_data,spouse,spouses,neutral,a curvy spouse,curvy spouses,descriptor_noun
body_type,overweight,curvy,(none),no_data,veteran,veterans,neutral,a curvy veteran,curvy veterans,descriptor_noun
body_type,overweight,curvy,(none),no_data,wife,wives,female,a curvy wife,curvy wives,descriptor_noun
body_type,overweight,curvy,(none),no_data,woman,women,female,a curvy woman,curvy women,descriptor_noun
body_type,overweight,fat,(none),no_data,(none),(none),(none),fat,fat,descriptor
body_type,overweight,fat,(none),no_data,boy,boys,male,a fat boy,fat boys,descriptor_noun
body_type,overweight,fat,(none),no_data,bro,bros,male,a fat bro,fat bros,descriptor_noun
body_type,overweight,fat,(none),no_data,brother,brothers,male,a fat brother,fat brothers,descriptor_noun
body_type,overweight,fat,(none),no_data,child,children,neutral,a fat child,fat children,descriptor_noun
body_type,overweight,fat,(none),no_data,dad,dads,male,a fat dad,fat dads,descriptor_noun
body_type,overweight,fat,(none),no_data,daughter,daughters,female,a fat daughter,fat daughters,descriptor_noun
body_type,overweight,fat,(none),no_data,father,fathers,male,a fat father,fat fathers,descriptor_noun
body_type,overweight,fat,(none),no_data,girl,girls,female,a fat girl,fat girls,descriptor_noun
body_type,overweight,fat,(none),no_data,grandfather,grandfathers,male,a fat grandfather,fat grandfathers,descriptor_noun
body_type,overweight,fat,(none),no_data,grandma,grandmas,female,a fat grandma,fat grandmas,descriptor_noun
body_type,overweight,fat,(none),no_data,grandmother,grandmothers,female,a fat grandmother,fat grandmothers,descriptor_noun
body_type,overweight,fat,(none),no_data,grandpa,grandpas,male,a fat grandpa,fat grandpas,descriptor_noun
body_type,overweight,fat,(none),no_data,grandparent,grandparents,neutral,a fat grandparent,fat grandparents,descriptor_noun
body_type,overweight,fat,(none),no_data,guy,guys,male,a fat guy,fat guys,descriptor_noun
body_type,overweight,fat,(none),no_data,husband,husbands,male,a fat husband,fat husbands,descriptor_noun
body_type,overweight,fat,(none),no_data,individual,individuals,neutral,a fat individual,fat individuals,descriptor_noun
body_type,overweight,fat,(none),no_data,kid,kids,neutral,a fat kid,fat kids,descriptor_noun
body_type,overweight,fat,(none),no_data,lady,ladies,female,a fat lady,fat ladies,descriptor_noun
body_type,overweight,fat,(none),no_data,man,men,male,a fat man,fat men,descriptor_noun
body_type,overweight,fat,(none),no_data,mom,moms,female,a fat mom,fat moms,descriptor_noun
body_type,overweight,fat,(none),no_data,mother,mothers,female,a fat mother,fat mothers,descriptor_noun
body_type,overweight,fat,(none),no_data,parent,parents,neutral,a fat parent,fat parents,descriptor_noun
body_type,overweight,fat,(none),no_data,person,people,neutral,a fat person,fat people,descriptor_noun
body_type,overweight,fat,(none),no_data,sibling,siblings,neutral,a fat sibling,fat siblings,descriptor_noun
body_type,overweight,fat,(none),no_data,sister,sisters,female,a fat sister,fat sisters,descriptor_noun
body_type,overweight,fat,(none),no_data,son,sons,male,a fat son,fat sons,descriptor_noun
body_type,overweight,fat,(none),no_data,spouse,spouses,neutral,a fat spouse,fat spouses,descriptor_noun
body_type,overweight,fat,(none),no_data,veteran,veterans,neutral,a fat veteran,fat veterans,descriptor_noun
body_type,overweight,fat,(none),no_data,wife,wives,female,a fat wife,fat wives,descriptor_noun
body_type,overweight,fat,(none),no_data,woman,women,female,a fat woman,fat women,descriptor_noun
body_type,overweight,full-figured,(none),no_data,(none),(none),(none),full-figured,full-figured,descriptor
body_type,overweight,full-figured,(none),no_data,boy,boys,male,a full-figured boy,full-figured boys,descriptor_noun
body_type,overweight,full-figured,(none),no_data,bro,bros,male,a full-figured bro,full-figured bros,descriptor_noun
body_type,overweight,full-figured,(none),no_data,brother,brothers,male,a full-figured brother,full-figured brothers,descriptor_noun
body_type,overweight,full-figured,(none),no_data,child,children,neutral,a full-figured child,full-figured children,descriptor_noun
body_type,overweight,full-figured,(none),no_data,dad,dads,male,a full-figured dad,full-figured dads,descriptor_noun
body_type,overweight,full-figured,(none),no_data,daughter,daughters,female,a full-figured daughter,full-figured daughters,descriptor_noun
body_type,overweight,full-figured,(none),no_data,father,fathers,male,a full-figured father,full-figured fathers,descriptor_noun
body_type,overweight,full-figured,(none),no_data,girl,girls,female,a full-figured girl,full-figured girls,descriptor_noun
body_type,overweight,full-figured,(none),no_data,grandfather,grandfathers,male,a full-figured grandfather,full-figured grandfathers,descriptor_noun
body_type,overweight,full-figured,(none),no_data,grandma,grandmas,female,a full-figured grandma,full-figured grandmas,descriptor_noun
body_type,overweight,full-figured,(none),no_data,grandmother,grandmothers,female,a full-figured grandmother,full-figured grandmothers,descriptor_noun
body_type,overweight,full-figured,(none),no_data,grandpa,grandpas,male,a full-figured grandpa,full-figured grandpas,descriptor_noun
body_type,overweight,full-figured,(none),no_data,grandparent,grandparents,neutral,a full-figured grandparent,full-figured grandparents,descriptor_noun
body_type,overweight,full-figured,(none),no_data,guy,guys,male,a full-figured guy,full-figured guys,descriptor_noun
body_type,overweight,full-figured,(none),no_data,husband,husbands,male,a full-figured husband,full-figured husbands,descriptor_noun
body_type,overweight,full-figured,(none),no_data,individual,individuals,neutral,a full-figured individual,full-figured individuals,descriptor_noun
body_type,overweight,full-figured,(none),no_data,kid,kids,neutral,a full-figured kid,full-figured kids,descriptor_noun
body_type,overweight,full-figured,(none),no_data,lady,ladies,female,a full-figured lady,full-figured ladies,descriptor_noun
body_type,overweight,full-figured,(none),no_data,man,men,male,a full-figured man,full-figured men,descriptor_noun
body_type,overweight,full-figured,(none),no_data,mom,moms,female,a full-figured mom,full-figured moms,descriptor_noun
body_type,overweight,full-figured,(none),no_data,mother,mothers,female,a full-figured mother,full-figured mothers,descriptor_noun
body_type,overweight,full-figured,(none),no_data,parent,parents,neutral,a full-figured parent,full-figured parents,descriptor_noun
body_type,overweight,full-figured,(none),no_data,person,people,neutral,a full-figured person,full-figured people,descriptor_noun
body_type,overweight,full-figured,(none),no_data,sibling,siblings,neutral,a full-figured sibling,full-figured siblings,descriptor_noun
body_type,overweight,full-figured,(none),no_data,sister,sisters,female,a full-figured sister,full-figured sisters,descriptor_noun
body_type,overweight,full-figured,(none),no_data,son,sons,male,a full-figured son,full-figured sons,descriptor_noun
body_type,overweight,full-figured,(none),no_data,spouse,spouses,neutral,a full-figured spouse,full-figured spouses,descriptor_noun
body_type,overweight,full-figured,(none),no_data,veteran,veterans,neutral,a full-figured veteran,full-figured veterans,descriptor_noun
body_type,overweight,full-figured,(none),no_data,wife,wives,female,a full-figured wife,full-figured wives,descriptor_noun
body_type,overweight,full-figured,(none),no_data,woman,women,female,a full-figured woman,full-figured women,descriptor_noun
body_type,overweight,heavy,(none),no_data,(none),(none),(none),heavy,heavy,descriptor
body_type,overweight,heavy,(none),no_data,boy,boys,male,a heavy boy,heavy boys,descriptor_noun
body_type,overweight,heavy,(none),no_data,bro,bros,male,a heavy bro,heavy bros,descriptor_noun
body_type,overweight,heavy,(none),no_data,brother,brothers,male,a heavy brother,heavy brothers,descriptor_noun
body_type,overweight,heavy,(none),no_data,child,children,neutral,a heavy child,heavy children,descriptor_noun
body_type,overweight,heavy,(none),no_data,dad,dads,male,a heavy dad,heavy dads,descriptor_noun
body_type,overweight,heavy,(none),no_data,daughter,daughters,female,a heavy daughter,heavy daughters,descriptor_noun
body_type,overweight,heavy,(none),no_data,father,fathers,male,a heavy father,heavy fathers,descriptor_noun
body_type,overweight,heavy,(none),no_data,girl,girls,female,a heavy girl,heavy girls,descriptor_noun
body_type,overweight,heavy,(none),no_data,grandfather,grandfathers,male,a heavy grandfather,heavy grandfathers,descriptor_noun
body_type,overweight,heavy,(none),no_data,grandma,grandmas,female,a heavy grandma,heavy grandmas,descriptor_noun
body_type,overweight,heavy,(none),no_data,grandmother,grandmothers,female,a heavy grandmother,heavy grandmothers,descriptor_noun
body_type,overweight,heavy,(none),no_data,grandpa,grandpas,male,a heavy grandpa,heavy grandpas,descriptor_noun
body_type,overweight,heavy,(none),no_data,grandparent,grandparents,neutral,a heavy grandparent,heavy grandparents,descriptor_noun
body_type,overweight,heavy,(none),no_data,guy,guys,male,a heavy guy,heavy guys,descriptor_noun
body_type,overweight,heavy,(none),no_data,husband,husbands,male,a heavy husband,heavy husbands,descriptor_noun
body_type,overweight,heavy,(none),no_data,individual,individuals,neutral,a heavy individual,heavy individuals,descriptor_noun
body_type,overweight,heavy,(none),no_data,kid,kids,neutral,a heavy kid,heavy kids,descriptor_noun
body_type,overweight,heavy,(none),no_data,lady,ladies,female,a heavy lady,heavy ladies,descriptor_noun
body_type,overweight,heavy,(none),no_data,man,men,male,a heavy man,heavy men,descriptor_noun
body_type,overweight,heavy,(none),no_data,mom,moms,female,a heavy mom,heavy moms,descriptor_noun
body_type,overweight,heavy,(none),no_data,mother,mothers,female,a heavy mother,heavy mothers,descriptor_noun
body_type,overweight,heavy,(none),no_data,parent,parents,neutral,a heavy parent,heavy parents,descriptor_noun
body_type,overweight,heavy,(none),no_data,person,people,neutral,a heavy person,heavy people,descriptor_noun
body_type,overweight,heavy,(none),no_data,sibling,siblings,neutral,a heavy sibling,heavy siblings,descriptor_noun
body_type,overweight,heavy,(none),no_data,sister,sisters,female,a heavy sister,heavy sisters,descriptor_noun
body_type,overweight,heavy,(none),no_data,son,sons,male,a heavy son,heavy sons,descriptor_noun
body_type,overweight,heavy,(none),no_data,spouse,spouses,neutral,a heavy spouse,heavy spouses,descriptor_noun
body_type,overweight,heavy,(none),no_data,veteran,veterans,neutral,a heavy veteran,heavy veterans,descriptor_noun
body_type,overweight,heavy,(none),no_data,wife,wives,female,a heavy wife,heavy wives,descriptor_noun
body_type,overweight,heavy,(none),no_data,woman,women,female,a heavy woman,heavy women,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,(none),(none),(none),heavy-set,heavy-set,descriptor
body_type,overweight,heavy-set,(none),no_data,boy,boys,male,a heavy-set boy,heavy-set boys,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,bro,bros,male,a heavy-set bro,heavy-set bros,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,brother,brothers,male,a heavy-set brother,heavy-set brothers,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,child,children,neutral,a heavy-set child,heavy-set children,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,dad,dads,male,a heavy-set dad,heavy-set dads,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,daughter,daughters,female,a heavy-set daughter,heavy-set daughters,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,father,fathers,male,a heavy-set father,heavy-set fathers,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,girl,girls,female,a heavy-set girl,heavy-set girls,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,grandfather,grandfathers,male,a heavy-set grandfather,heavy-set grandfathers,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,grandma,grandmas,female,a heavy-set grandma,heavy-set grandmas,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,grandmother,grandmothers,female,a heavy-set grandmother,heavy-set grandmothers,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,grandpa,grandpas,male,a heavy-set grandpa,heavy-set grandpas,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,grandparent,grandparents,neutral,a heavy-set grandparent,heavy-set grandparents,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,guy,guys,male,a heavy-set guy,heavy-set guys,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,husband,husbands,male,a heavy-set husband,heavy-set husbands,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,individual,individuals,neutral,a heavy-set individual,heavy-set individuals,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,kid,kids,neutral,a heavy-set kid,heavy-set kids,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,lady,ladies,female,a heavy-set lady,heavy-set ladies,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,man,men,male,a heavy-set man,heavy-set men,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,mom,moms,female,a heavy-set mom,heavy-set moms,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,mother,mothers,female,a heavy-set mother,heavy-set mothers,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,parent,parents,neutral,a heavy-set parent,heavy-set parents,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,person,people,neutral,a heavy-set person,heavy-set people,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,sibling,siblings,neutral,a heavy-set sibling,heavy-set siblings,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,sister,sisters,female,a heavy-set sister,heavy-set sisters,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,son,sons,male,a heavy-set son,heavy-set sons,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,spouse,spouses,neutral,a heavy-set spouse,heavy-set spouses,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,veteran,veterans,neutral,a heavy-set veteran,heavy-set veterans,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,wife,wives,female,a heavy-set wife,heavy-set wives,descriptor_noun
body_type,overweight,heavy-set,(none),no_data,woman,women,female,a heavy-set woman,heavy-set women,descriptor_noun
body_type,overweight,heavyset,(none),no_data,(none),(none),(none),heavyset,heavyset,descriptor
body_type,overweight,heavyset,(none),no_data,boy,boys,male,a heavyset boy,heavyset boys,descriptor_noun
body_type,overweight,heavyset,(none),no_data,bro,bros,male,a heavyset bro,heavyset bros,descriptor_noun
body_type,overweight,heavyset,(none),no_data,brother,brothers,male,a heavyset brother,heavyset brothers,descriptor_noun
body_type,overweight,heavyset,(none),no_data,child,children,neutral,a heavyset child,heavyset children,descriptor_noun
body_type,overweight,heavyset,(none),no_data,dad,dads,male,a heavyset dad,heavyset dads,descriptor_noun
body_type,overweight,heavyset,(none),no_data,daughter,daughters,female,a heavyset daughter,heavyset daughters,descriptor_noun
body_type,overweight,heavyset,(none),no_data,father,fathers,male,a heavyset father,heavyset fathers,descriptor_noun
body_type,overweight,heavyset,(none),no_data,girl,girls,female,a heavyset girl,heavyset girls,descriptor_noun
body_type,overweight,heavyset,(none),no_data,grandfather,grandfathers,male,a heavyset grandfather,heavyset grandfathers,descriptor_noun
body_type,overweight,heavyset,(none),no_data,grandma,grandmas,female,a heavyset grandma,heavyset grandmas,descriptor_noun
body_type,overweight,heavyset,(none),no_data,grandmother,grandmothers,female,a heavyset grandmother,heavyset grandmothers,descriptor_noun
body_type,overweight,heavyset,(none),no_data,grandpa,grandpas,male,a heavyset grandpa,heavyset grandpas,descriptor_noun
body_type,overweight,heavyset,(none),no_data,grandparent,grandparents,neutral,a heavyset grandparent,heavyset grandparents,descriptor_noun
body_type,overweight,heavyset,(none),no_data,guy,guys,male,a heavyset guy,heavyset guys,descriptor_noun
body_type,overweight,heavyset,(none),no_data,husband,husbands,male,a heavyset husband,heavyset husbands,descriptor_noun
body_type,overweight,heavyset,(none),no_data,individual,individuals,neutral,a heavyset individual,heavyset individuals,descriptor_noun
body_type,overweight,heavyset,(none),no_data,kid,kids,neutral,a heavyset kid,heavyset kids,descriptor_noun
body_type,overweight,heavyset,(none),no_data,lady,ladies,female,a heavyset lady,heavyset ladies,descriptor_noun
body_type,overweight,heavyset,(none),no_data,man,men,male,a heavyset man,heavyset men,descriptor_noun
body_type,overweight,heavyset,(none),no_data,mom,moms,female,a heavyset mom,heavyset moms,descriptor_noun
body_type,overweight,heavyset,(none),no_data,mother,mothers,female,a heavyset mother,heavyset mothers,descriptor_noun
body_type,overweight,heavyset,(none),no_data,parent,parents,neutral,a heavyset parent,heavyset parents,descriptor_noun
body_type,overweight,heavyset,(none),no_data,person,people,neutral,a heavyset person,heavyset people,descriptor_noun
body_type,overweight,heavyset,(none),no_data,sibling,siblings,neutral,a heavyset sibling,heavyset siblings,descriptor_noun
body_type,overweight,heavyset,(none),no_data,sister,sisters,female,a heavyset sister,heavyset sisters,descriptor_noun
body_type,overweight,heavyset,(none),no_data,son,sons,male,a heavyset son,heavyset sons,descriptor_noun
body_type,overweight,heavyset,(none),no_data,spouse,spouses,neutral,a heavyset spouse,heavyset spouses,descriptor_noun
body_type,overweight,heavyset,(none),no_data,veteran,veterans,neutral,a heavyset veteran,heavyset veterans,descriptor_noun
body_type,overweight,heavyset,(none),no_data,wife,wives,female,a heavyset wife,heavyset wives,descriptor_noun
body_type,overweight,heavyset,(none),no_data,woman,women,female,a heavyset woman,heavyset women,descriptor_noun
body_type,overweight,heftier,(none),no_data,(none),(none),(none),heftier,heftier,descriptor
body_type,overweight,heftier,(none),no_data,boy,boys,male,a heftier boy,heftier boys,descriptor_noun
body_type,overweight,heftier,(none),no_data,bro,bros,male,a heftier bro,heftier bros,descriptor_noun
body_type,overweight,heftier,(none),no_data,brother,brothers,male,a heftier brother,heftier brothers,descriptor_noun
body_type,overweight,heftier,(none),no_data,child,children,neutral,a heftier child,heftier children,descriptor_noun
body_type,overweight,heftier,(none),no_data,dad,dads,male,a heftier dad,heftier dads,descriptor_noun
body_type,overweight,heftier,(none),no_data,daughter,daughters,female,a heftier daughter,heftier daughters,descriptor_noun
body_type,overweight,heftier,(none),no_data,father,fathers,male,a heftier father,heftier fathers,descriptor_noun
body_type,overweight,heftier,(none),no_data,girl,girls,female,a heftier girl,heftier girls,descriptor_noun
body_type,overweight,heftier,(none),no_data,grandfather,grandfathers,male,a heftier grandfather,heftier grandfathers,descriptor_noun
body_type,overweight,heftier,(none),no_data,grandma,grandmas,female,a heftier grandma,heftier grandmas,descriptor_noun
body_type,overweight,heftier,(none),no_data,grandmother,grandmothers,female,a heftier grandmother,heftier grandmothers,descriptor_noun
body_type,overweight,heftier,(none),no_data,grandpa,grandpas,male,a heftier grandpa,heftier grandpas,descriptor_noun
body_type,overweight,heftier,(none),no_data,grandparent,grandparents,neutral,a heftier grandparent,heftier grandparents,descriptor_noun
body_type,overweight,heftier,(none),no_data,guy,guys,male,a heftier guy,heftier guys,descriptor_noun
body_type,overweight,heftier,(none),no_data,husband,husbands,male,a heftier husband,heftier husbands,descriptor_noun
body_type,overweight,heftier,(none),no_data,individual,individuals,neutral,a heftier individual,heftier individuals,descriptor_noun
body_type,overweight,heftier,(none),no_data,kid,kids,neutral,a heftier kid,heftier kids,descriptor_noun
body_type,overweight,heftier,(none),no_data,lady,ladies,female,a heftier lady,heftier ladies,descriptor_noun
body_type,overweight,heftier,(none),no_data,man,men,male,a heftier man,heftier men,descriptor_noun
body_type,overweight,heftier,(none),no_data,mom,moms,female,a heftier mom,heftier moms,descriptor_noun
body_type,overweight,heftier,(none),no_data,mother,mothers,female,a heftier mother,heftier mothers,descriptor_noun
body_type,overweight,heftier,(none),no_data,parent,parents,neutral,a heftier parent,heftier parents,descriptor_noun
body_type,overweight,heftier,(none),no_data,person,people,neutral,a heftier person,heftier people,descriptor_noun
body_type,overweight,heftier,(none),no_data,sibling,siblings,neutral,a heftier sibling,heftier siblings,descriptor_noun
body_type,overweight,heftier,(none),no_data,sister,sisters,female,a heftier sister,heftier sisters,descriptor_noun
body_type,overweight,heftier,(none),no_data,son,sons,male,a heftier son,heftier sons,descriptor_noun
body_type,overweight,heftier,(none),no_data,spouse,spouses,neutral,a heftier spouse,heftier spouses,descriptor_noun
body_type,overweight,heftier,(none),no_data,veteran,veterans,neutral,a heftier veteran,heftier veterans,descriptor_noun
body_type,overweight,heftier,(none),no_data,wife,wives,female,a heftier wife,heftier wives,descriptor_noun
body_type,overweight,heftier,(none),no_data,woman,women,female,a heftier woman,heftier women,descriptor_noun
body_type,overweight,hefty,(none),no_data,(none),(none),(none),hefty,hefty,descriptor
body_type,overweight,hefty,(none),no_data,boy,boys,male,a hefty boy,hefty boys,descriptor_noun
body_type,overweight,hefty,(none),no_data,bro,bros,male,a hefty bro,hefty bros,descriptor_noun
body_type,overweight,hefty,(none),no_data,brother,brothers,male,a hefty brother,hefty brothers,descriptor_noun
